Layers,Qubits,PCA Layers,Epoch,Total Epochs,Cost,Best Cost,Accuracy,Best Accuracy,Time,Total Time
3,12,10,99,100,0.7536,0.5784,0.6316,0.6754,2.15,208.46
3,12,10,100,100,0.7242,0.5784,0.6316,0.6754,2.15,210.61
=================================================================================
4,12,10,1,100,1.0176,1.0176,0.4649,0.4649,2.79,2.79
4,12,10,2,100,0.9993,0.9993,0.4649,0.4649,2.85,5.64
4,12,10,3,100,0.9943,0.9943,0.4825,0.4825,2.78,8.42
4,12,10,4,100,0.9944,0.9943,0.4825,0.4825,2.84,11.26
4,12,10,5,100,0.9959,0.9943,0.4912,0.4912,2.78,14.04
4,12,10,6,100,0.9884,0.9884,0.5088,0.5088,2.91,16.96
4,12,10,7,100,1.0053,0.9884,0.5088,0.5088,2.71,19.67
4,12,10,8,100,0.9773,0.9773,0.5175,0.5175,2.82,22.49
4,12,10,9,100,0.9919,0.9773,0.5088,0.5175,2.86,25.34
4,12,10,10,100,0.9911,0.9773,0.5175,0.5175,2.74,28.08
4,12,10,11,100,0.9896,0.9773,0.5263,0.5263,2.81,30.89
4,12,10,12,100,0.9782,0.9773,0.5263,0.5263,2.86,33.75
4,12,10,13,100,0.9791,0.9773,0.5351,0.5351,2.74,36.49
4,12,10,14,100,0.9944,0.9773,0.5351,0.5351,2.82,39.31
4,12,10,15,100,0.9779,0.9773,0.5263,0.5351,2.80,42.11
4,12,10,16,100,0.9691,0.9691,0.5263,0.5351,2.87,44.98
4,12,10,17,100,0.9735,0.9691,0.5175,0.5351,2.83,47.81
4,12,10,18,100,0.9608,0.9608,0.5175,0.5351,2.85,50.66
4,12,10,19,100,0.9797,0.9608,0.5175,0.5351,2.73,53.39
4,12,10,20,100,0.9687,0.9608,0.5263,0.5351,2.88,56.27
4,12,10,21,100,0.9717,0.9608,0.5175,0.5351,2.84,59.10
4,12,10,22,100,0.9861,0.9608,0.5351,0.5351,2.88,61.98
4,12,10,23,100,0.9551,0.9551,0.5263,0.5351,2.72,64.70
4,12,10,24,100,0.9183,0.9183,0.5351,0.5351,2.86,67.56
4,12,10,25,100,0.9552,0.9183,0.5351,0.5351,2.83,70.39
4,12,10,26,100,0.9209,0.9183,0.5526,0.5526,2.84,73.23
4,12,10,27,100,0.9420,0.9183,0.5614,0.5614,2.86,76.09
4,12,10,28,100,0.9820,0.9183,0.5702,0.5702,2.85,78.93
4,12,10,29,100,0.9227,0.9183,0.5789,0.5789,2.84,81.77
4,12,10,30,100,0.8760,0.8760,0.5789,0.5789,2.79,84.56
4,12,10,31,100,0.9337,0.8760,0.5877,0.5877,2.90,87.46
4,12,10,32,100,0.9003,0.8760,0.5965,0.5965,2.83,90.30
4,12,10,33,100,0.8372,0.8372,0.5965,0.5965,2.97,93.27
4,12,10,34,100,0.9931,0.8372,0.5965,0.5965,2.94,96.21
4,12,10,35,100,0.8125,0.8125,0.5877,0.5965,2.95,99.16
4,12,10,36,100,0.9634,0.8125,0.5789,0.5965,2.92,102.07
4,12,10,37,100,0.9694,0.8125,0.5702,0.5965,2.98,105.05
4,12,10,38,100,0.9126,0.8125,0.5702,0.5965,2.85,107.89
4,12,10,39,100,0.8829,0.8125,0.5702,0.5965,2.91,110.81
4,12,10,40,100,0.9173,0.8125,0.5702,0.5965,2.94,113.74
4,12,10,41,100,0.8490,0.8125,0.5614,0.5965,2.85,116.59
4,12,10,42,100,0.9385,0.8125,0.5702,0.5965,2.96,119.55
4,12,10,43,100,0.9650,0.8125,0.5789,0.5965,2.98,122.53
4,12,10,44,100,0.9764,0.8125,0.5789,0.5965,2.88,125.41
4,12,10,45,100,0.8824,0.8125,0.5877,0.5965,2.89,128.30
4,12,10,46,100,0.9013,0.8125,0.5965,0.5965,2.82,131.12
4,12,10,47,100,1.0120,0.8125,0.6140,0.6140,2.85,133.97
4,12,10,48,100,0.7903,0.7903,0.6228,0.6228,2.84,136.82
4,12,10,49,100,0.8237,0.7903,0.6228,0.6228,2.85,139.67
4,12,10,50,100,1.0110,0.7903,0.6316,0.6316,2.80,142.47
4,12,10,51,100,0.8664,0.7903,0.6404,0.6404,2.85,145.32
4,12,10,52,100,0.9464,0.7903,0.6404,0.6404,2.82,148.14
4,12,10,53,100,0.9583,0.7903,0.6404,0.6404,2.81,150.95
4,12,10,54,100,0.8906,0.7903,0.6579,0.6579,2.81,153.76
4,12,10,55,100,0.8189,0.7903,0.6579,0.6579,2.82,156.58
4,12,10,56,100,0.8593,0.7903,0.6667,0.6667,2.82,159.40
4,12,10,57,100,0.8082,0.7903,0.6754,0.6754,2.87,162.27
4,12,10,58,100,0.8489,0.7903,0.6842,0.6842,2.83,165.10
4,12,10,59,100,0.7610,0.7610,0.6667,0.6842,2.90,168.00
4,12,10,60,100,0.7749,0.7610,0.6667,0.6842,2.74,170.74
4,12,10,61,100,0.8113,0.7610,0.6754,0.6842,2.80,173.54
4,12,10,62,100,0.8871,0.7610,0.6667,0.6842,2.83,176.37
4,12,10,63,100,0.8247,0.7610,0.6667,0.6842,2.83,179.20
4,12,10,64,100,0.8523,0.7610,0.6667,0.6842,2.80,182.00
4,12,10,65,100,0.8280,0.7610,0.6667,0.6842,2.78,184.78
4,12,10,66,100,0.7701,0.7610,0.6667,0.6842,2.81,187.59
4,12,10,67,100,0.7831,0.7610,0.6579,0.6842,2.89,190.48
4,12,10,68,100,0.7994,0.7610,0.6667,0.6842,2.80,193.27
4,12,10,69,100,0.8375,0.7610,0.6667,0.6842,2.87,196.15
4,12,10,70,100,0.8370,0.7610,0.6667,0.6842,2.82,198.96
4,12,10,71,100,0.8862,0.7610,0.6667,0.6842,2.86,201.83
4,12,10,72,100,0.8282,0.7610,0.6667,0.6842,2.80,204.63
4,12,10,73,100,0.9709,0.7610,0.6667,0.6842,2.84,207.47
4,12,10,74,100,0.8153,0.7610,0.6579,0.6842,2.88,210.34
4,12,10,75,100,0.7556,0.7556,0.6579,0.6842,2.73,213.07
4,12,10,76,100,0.8507,0.7556,0.6404,0.6842,2.78,215.85
4,12,10,77,100,0.8356,0.7556,0.6404,0.6842,2.84,218.70
4,12,10,78,100,0.8190,0.7556,0.6228,0.6842,2.89,221.59
4,12,10,79,100,0.7298,0.7298,0.6316,0.6842,2.72,224.30
4,12,10,80,100,0.8457,0.7298,0.6228,0.6842,2.91,227.21
4,12,10,81,100,0.7374,0.7298,0.6228,0.6842,2.84,230.06
4,12,10,82,100,0.7934,0.7298,0.6228,0.6842,2.85,232.91
4,12,10,83,100,0.7192,0.7192,0.6140,0.6842,2.97,235.88
4,12,10,84,100,0.9011,0.7192,0.6053,0.6842,2.89,238.77
4,12,10,85,100,0.7129,0.7129,0.6140,0.6842,2.91,241.68
4,12,10,86,100,0.8727,0.7129,0.5965,0.6842,2.76,244.44
4,12,10,87,100,0.7378,0.7129,0.5965,0.6842,2.87,247.31
4,12,10,88,100,0.9265,0.7129,0.5965,0.6842,2.89,250.21
4,12,10,89,100,0.8083,0.7129,0.6228,0.6842,2.71,252.92
4,12,10,90,100,0.7763,0.7129,0.6228,0.6842,2.84,255.77
4,12,10,91,100,0.7980,0.7129,0.6228,0.6842,2.88,258.65
4,12,10,92,100,0.6718,0.6718,0.6316,0.6842,2.75,261.39
4,12,10,93,100,0.8138,0.6718,0.6316,0.6842,2.90,264.30
4,12,10,94,100,0.8312,0.6718,0.6316,0.6842,2.93,267.23
4,12,10,95,100,0.7858,0.6718,0.6316,0.6842,2.96,270.19
4,12,10,96,100,0.7313,0.6718,0.6404,0.6842,2.82,273.01
4,12,10,97,100,0.8720,0.6718,0.6404,0.6842,2.87,275.89
4,12,10,98,100,0.8916,0.6718,0.6404,0.6842,2.73,278.62
4,12,10,99,100,0.7820,0.6718,0.6404,0.6842,2.82,281.44
4,12,10,100,100,0.8106,0.6718,0.6404,0.6842,2.84,284.27
=================================================================================
4,6,6,1,100,1.0046,1.0046,0.6491,0.6491,1.24,1.24
4,6,6,2,100,0.9754,0.9754,0.7368,0.7368,1.28,2.53
4,6,6,3,100,0.9680,0.9680,0.7895,0.7895,1.30,3.83
4,6,6,4,100,0.9401,0.9401,0.8246,0.8246,1.20,5.03
4,6,6,5,100,0.9393,0.9393,0.8509,0.8509,1.19,6.22
4,6,6,6,100,0.9064,0.9064,0.8684,0.8684,1.24,7.46
4,6,6,7,100,0.8591,0.8591,0.8860,0.8860,1.23,8.69
4,6,6,8,100,0.8784,0.8591,0.9035,0.9035,1.21,9.90
4,6,6,9,100,0.8200,0.8200,0.9035,0.9035,1.23,11.13
4,6,6,10,100,0.8411,0.8200,0.9035,0.9035,1.19,12.32
4,6,6,11,100,0.8040,0.8040,0.9123,0.9123,1.22,13.54
4,6,6,12,100,0.8020,0.8020,0.9211,0.9211,1.24,14.79
4,6,6,13,100,0.8310,0.8020,0.9298,0.9298,1.20,15.99
4,6,6,14,100,0.7647,0.7647,0.9298,0.9298,1.20,17.19
4,6,6,15,100,0.7766,0.7647,0.9298,0.9298,1.24,18.43
4,6,6,16,100,0.7755,0.7647,0.9211,0.9298,1.25,19.67
4,6,6,17,100,0.7881,0.7647,0.9211,0.9298,1.22,20.90
4,6,6,18,100,0.7553,0.7553,0.9211,0.9298,1.23,22.12
4,6,6,19,100,0.7385,0.7385,0.9123,0.9298,1.25,23.37
4,6,6,20,100,0.8250,0.7385,0.9211,0.9298,1.25,24.62
4,6,6,21,100,0.7359,0.7359,0.9211,0.9298,1.25,25.88
4,6,6,22,100,0.7422,0.7359,0.9211,0.9298,1.20,27.08
4,6,6,23,100,0.7467,0.7359,0.9123,0.9298,1.26,28.34
4,6,6,24,100,0.7293,0.7293,0.9123,0.9298,1.24,29.58
4,6,6,25,100,0.6961,0.6961,0.9035,0.9298,1.23,30.82
4,6,6,26,100,0.7147,0.6961,0.9035,0.9298,1.25,32.07
4,6,6,27,100,0.7039,0.6961,0.9123,0.9298,1.22,33.29
4,6,6,28,100,0.6275,0.6275,0.9123,0.9298,1.29,34.58
4,6,6,29,100,0.7068,0.6275,0.9123,0.9298,1.28,35.86
4,6,6,30,100,0.6970,0.6275,0.9123,0.9298,1.21,37.07
4,6,6,31,100,0.6664,0.6275,0.9211,0.9298,1.27,38.34
4,6,6,32,100,0.6713,0.6275,0.9211,0.9298,1.24,39.58
4,6,6,33,100,0.6403,0.6275,0.9123,0.9298,1.24,40.82
4,6,6,34,100,0.5845,0.5845,0.9123,0.9298,1.21,42.03
4,6,6,35,100,0.5814,0.5814,0.9035,0.9298,1.22,43.25
4,6,6,36,100,0.6015,0.5814,0.9035,0.9298,1.23,44.48
4,6,6,37,100,0.6542,0.5814,0.9035,0.9298,1.23,45.71
4,6,6,38,100,0.5477,0.5477,0.9211,0.9298,1.25,46.95
4,6,6,39,100,0.6416,0.5477,0.9123,0.9298,1.23,48.19
4,6,6,40,100,0.6200,0.5477,0.9211,0.9298,1.26,49.44
4,6,6,41,100,0.5515,0.5477,0.9211,0.9298,1.27,50.71
4,6,6,42,100,0.5147,0.5147,0.9211,0.9298,1.25,51.96
4,6,6,43,100,0.5866,0.5147,0.9123,0.9298,1.25,53.21
4,6,6,44,100,0.5059,0.5059,0.9035,0.9298,1.24,54.45
4,6,6,45,100,0.5043,0.5043,0.9123,0.9298,1.24,55.69
4,6,6,46,100,0.5787,0.5043,0.9123,0.9298,1.26,56.95
4,6,6,47,100,0.5032,0.5032,0.9035,0.9298,1.25,58.20
4,6,6,48,100,0.5353,0.5032,0.9035,0.9298,1.26,59.46
4,6,6,49,100,0.4968,0.4968,0.8947,0.9298,1.25,60.71
4,6,6,50,100,0.4813,0.4813,0.8947,0.9298,1.23,61.94
4,6,6,51,100,0.5885,0.4813,0.8947,0.9298,1.27,63.21
4,6,6,52,100,0.6031,0.4813,0.9123,0.9298,1.24,64.46
4,6,6,53,100,0.4680,0.4680,0.9123,0.9298,1.25,65.70
4,6,6,54,100,0.5760,0.4680,0.9123,0.9298,1.26,66.96
4,6,6,55,100,0.5233,0.4680,0.9211,0.9298,1.24,68.20
4,6,6,56,100,0.5185,0.4680,0.9123,0.9298,1.27,69.47
4,6,6,57,100,0.5428,0.4680,0.9123,0.9298,1.27,70.74
4,6,6,58,100,0.5116,0.4680,0.9123,0.9298,1.26,72.00
4,6,6,59,100,0.5513,0.4680,0.9211,0.9298,1.27,73.27
4,6,6,60,100,0.5628,0.4680,0.9298,0.9298,1.24,74.51
4,6,6,61,100,0.5374,0.4680,0.9211,0.9298,1.25,75.76
4,6,6,62,100,0.5591,0.4680,0.9298,0.9298,1.27,77.02
4,6,6,63,100,0.4480,0.4480,0.9298,0.9298,1.24,78.27
4,6,6,64,100,0.4827,0.4480,0.9298,0.9298,1.27,79.54
4,6,6,65,100,0.4398,0.4398,0.9298,0.9298,1.26,80.79
4,6,6,66,100,0.4237,0.4237,0.9298,0.9298,1.23,82.03
4,6,6,67,100,0.4736,0.4237,0.9298,0.9298,1.28,83.30
4,6,6,68,100,0.4852,0.4237,0.9298,0.9298,1.25,84.56
4,6,6,69,100,0.5339,0.4237,0.9386,0.9386,1.25,85.80
4,6,6,70,100,0.4324,0.4237,0.9386,0.9386,1.26,87.06
4,6,6,71,100,0.3828,0.3828,0.9474,0.9474,1.23,88.29
4,6,6,72,100,0.4985,0.3828,0.9474,0.9474,1.28,89.57
4,6,6,73,100,0.4824,0.3828,0.9474,0.9474,1.28,90.85
4,6,6,74,100,0.4623,0.3828,0.9561,0.9561,1.26,92.11
4,6,6,75,100,0.6123,0.3828,0.9561,0.9561,1.27,93.38
4,6,6,76,100,0.4501,0.3828,0.9298,0.9561,1.25,94.63
4,6,6,77,100,0.5124,0.3828,0.9298,0.9561,1.25,95.88
4,6,6,78,100,0.4761,0.3828,0.9298,0.9561,1.27,97.16
4,6,6,79,100,0.4228,0.3828,0.9298,0.9561,1.24,98.40
4,6,6,80,100,0.5348,0.3828,0.9211,0.9561,1.28,99.68
4,6,6,81,100,0.5474,0.3828,0.9211,0.9561,1.26,100.94
4,6,6,82,100,0.4535,0.3828,0.9211,0.9561,1.24,102.18
4,6,6,83,100,0.3685,0.3685,0.9474,0.9561,1.28,103.45
4,6,6,84,100,0.4135,0.3685,0.9474,0.9561,1.26,104.71
4,6,6,85,100,0.4663,0.3685,0.9561,0.9561,1.25,105.96
4,6,6,86,100,0.4931,0.3685,0.9474,0.9561,1.27,107.23
4,6,6,87,100,0.4103,0.3685,0.9474,0.9561,1.23,108.46
4,6,6,88,100,0.5373,0.3685,0.9474,0.9561,1.29,109.75
4,6,6,89,100,0.4438,0.3685,0.9474,0.9561,1.28,111.03
4,6,6,90,100,0.4703,0.3685,0.9474,0.9561,1.26,112.29
4,6,6,91,100,0.3806,0.3685,0.9474,0.9561,1.27,113.56
4,6,6,92,100,0.5990,0.3685,0.9474,0.9561,1.25,114.81
4,6,6,93,100,0.3834,0.3685,0.9474,0.9561,1.26,116.07
4,6,6,94,100,0.5361,0.3685,0.9386,0.9561,1.28,117.35
4,6,6,95,100,0.4765,0.3685,0.9386,0.9561,1.25,118.60
4,6,6,96,100,0.4981,0.3685,0.9386,0.9561,1.28,119.89
4,6,6,97,100,0.4985,0.3685,0.9211,0.9561,1.26,121.15
4,6,6,98,100,0.4074,0.3685,0.9123,0.9561,1.24,122.39
4,6,6,99,100,0.6404,0.3685,0.9123,0.9561,1.28,123.67
4,6,6,100,100,0.4526,0.3685,0.9211,0.9561,1.26,124.93
=================================================================================
4,6,6,1,100,1.0046,1.0046,0.6491,0.6491,1.96,1.96
4,6,6,2,100,0.9754,0.9754,0.7368,0.7368,2.02,3.98
4,6,6,3,100,0.9680,0.9680,0.7895,0.7895,2.04,6.02
4,6,6,4,100,0.9401,0.9401,0.8246,0.8246,1.89,7.90
4,6,6,5,100,0.9393,0.9393,0.8509,0.8509,1.97,9.87
4,6,6,6,100,0.9064,0.9064,0.8684,0.8684,2.02,11.89
4,6,6,7,100,0.8591,0.8591,0.8860,0.8860,1.89,13.77
4,6,6,8,100,0.8784,0.8591,0.9035,0.9035,2.02,15.79
4,6,6,9,100,0.8200,0.8200,0.9035,0.9035,1.90,17.69
4,6,6,10,100,0.8411,0.8200,0.9035,0.9035,1.92,19.61
4,6,6,11,100,0.8040,0.8040,0.9123,0.9123,2.03,21.64
4,6,6,12,100,0.8020,0.8020,0.9211,0.9211,1.98,23.62
4,6,6,13,100,0.8310,0.8020,0.9298,0.9298,2.03,25.66
4,6,6,14,100,0.7647,0.7647,0.9298,0.9298,2.01,27.66
4,6,6,15,100,0.7766,0.7647,0.9298,0.9298,2.09,29.76
4,6,6,16,100,0.7755,0.7647,0.9211,0.9298,2.03,31.79
4,6,6,17,100,0.7881,0.7647,0.9211,0.9298,2.16,33.94
4,6,6,18,100,0.7553,0.7553,0.9211,0.9298,2.09,36.03
4,6,6,19,100,0.7385,0.7385,0.9123,0.9298,2.04,38.08
4,6,6,20,100,0.8250,0.7385,0.9211,0.9298,2.09,40.17
4,6,6,21,100,0.7359,0.7359,0.9211,0.9298,1.98,42.15
4,6,6,22,100,0.7422,0.7359,0.9211,0.9298,1.95,44.09
4,6,6,23,100,0.7467,0.7359,0.9123,0.9298,2.01,46.10
4,6,6,24,100,0.7293,0.7293,0.9123,0.9298,1.96,48.06
4,6,6,25,100,0.6961,0.6961,0.9035,0.9298,1.99,50.05
4,6,6,26,100,0.7147,0.6961,0.9035,0.9298,1.98,52.03
4,6,6,27,100,0.7039,0.6961,0.9123,0.9298,1.93,53.96
4,6,6,28,100,0.6275,0.6275,0.9123,0.9298,2.00,55.96
4,6,6,29,100,0.7068,0.6275,0.9123,0.9298,1.95,57.91
4,6,6,30,100,0.6970,0.6275,0.9123,0.9298,2.02,59.93
4,6,6,31,100,0.6664,0.6275,0.9211,0.9298,2.03,61.95
4,6,6,32,100,0.6713,0.6275,0.9211,0.9298,2.08,64.03
4,6,6,33,100,0.6403,0.6275,0.9123,0.9298,1.91,65.95
4,6,6,34,100,0.5845,0.5845,0.9123,0.9298,1.95,67.90
4,6,6,35,100,0.5814,0.5814,0.9035,0.9298,1.97,69.87
4,6,6,36,100,0.6015,0.5814,0.9035,0.9298,1.94,71.81
4,6,6,37,100,0.6542,0.5814,0.9035,0.9298,1.96,73.78
4,6,6,38,100,0.5477,0.5477,0.9211,0.9298,2.02,75.79
4,6,6,39,100,0.6416,0.5477,0.9123,0.9298,2.02,77.81
4,6,6,40,100,0.6200,0.5477,0.9211,0.9298,1.96,79.77
4,6,6,41,100,0.5515,0.5477,0.9211,0.9298,2.02,81.79
4,6,6,42,100,0.5147,0.5147,0.9211,0.9298,1.95,83.74
4,6,6,43,100,0.5866,0.5147,0.9123,0.9298,2.02,85.76
4,6,6,44,100,0.5059,0.5059,0.9035,0.9298,2.02,87.78
4,6,6,45,100,0.5043,0.5043,0.9123,0.9298,1.96,89.74
4,6,6,46,100,0.5787,0.5043,0.9123,0.9298,2.01,91.75
4,6,6,47,100,0.5032,0.5032,0.9035,0.9298,2.01,93.76
4,6,6,48,100,0.5353,0.5032,0.9035,0.9298,1.96,95.72
4,6,6,49,100,0.4968,0.4968,0.8947,0.9298,2.03,97.75
4,6,6,50,100,0.4813,0.4813,0.8947,0.9298,2.01,99.76
4,6,6,51,100,0.5885,0.4813,0.8947,0.9298,2.00,101.77
4,6,6,52,100,0.6031,0.4813,0.9123,0.9298,2.00,103.77
4,6,6,53,100,0.4680,0.4680,0.9123,0.9298,2.04,105.81
4,6,6,54,100,0.5760,0.4680,0.9123,0.9298,2.00,107.81
4,6,6,55,100,0.5233,0.4680,0.9211,0.9298,1.94,109.75
4,6,6,56,100,0.5185,0.4680,0.9123,0.9298,1.96,111.72
4,6,6,57,100,0.5428,0.4680,0.9123,0.9298,1.92,113.63
4,6,6,58,100,0.5116,0.4680,0.9123,0.9298,1.94,115.57
4,6,6,59,100,0.5513,0.4680,0.9211,0.9298,2.00,117.57
4,6,6,60,100,0.5628,0.4680,0.9298,0.9298,1.91,119.48
4,6,6,61,100,0.5374,0.4680,0.9211,0.9298,1.94,121.42
4,6,6,62,100,0.5591,0.4680,0.9298,0.9298,1.96,123.38
4,6,6,63,100,0.4480,0.4480,0.9298,0.9298,1.91,125.30
4,6,6,64,100,0.4827,0.4480,0.9298,0.9298,1.96,127.26
4,6,6,65,100,0.4398,0.4398,0.9298,0.9298,1.96,129.21
4,6,6,66,100,0.4237,0.4237,0.9298,0.9298,1.91,131.13
4,6,6,67,100,0.4736,0.4237,0.9298,0.9298,1.95,133.08
4,6,6,68,100,0.4852,0.4237,0.9298,0.9298,1.96,135.04
4,6,6,69,100,0.5339,0.4237,0.9386,0.9386,1.92,136.96
4,6,6,70,100,0.4324,0.4237,0.9386,0.9386,1.95,138.91
4,6,6,71,100,0.3828,0.3828,0.9474,0.9474,1.97,140.88
4,6,6,72,100,0.4985,0.3828,0.9474,0.9474,1.91,142.79
4,6,6,73,100,0.4824,0.3828,0.9474,0.9474,1.94,144.73
4,6,6,74,100,0.4623,0.3828,0.9561,0.9561,1.98,146.71
4,6,6,75,100,0.6123,0.3828,0.9561,0.9561,1.93,148.64
4,6,6,76,100,0.4501,0.3828,0.9298,0.9561,1.95,150.59
4,6,6,77,100,0.5124,0.3828,0.9298,0.9561,1.97,152.56
4,6,6,78,100,0.4761,0.3828,0.9298,0.9561,1.91,154.47
4,6,6,79,100,0.4228,0.3828,0.9298,0.9561,1.95,156.42
4,6,6,80,100,0.5348,0.3828,0.9211,0.9561,1.99,158.41
4,6,6,81,100,0.5474,0.3828,0.9211,0.9561,1.90,160.31
4,6,6,82,100,0.4535,0.3828,0.9211,0.9561,1.94,162.25
4,6,6,83,100,0.3685,0.3685,0.9474,0.9561,1.96,164.21
4,6,6,84,100,0.4135,0.3685,0.9474,0.9561,1.91,166.12
4,6,6,85,100,0.4663,0.3685,0.9561,0.9561,1.96,168.08
4,6,6,86,100,0.4931,0.3685,0.9474,0.9561,1.96,170.04
4,6,6,87,100,0.4103,0.3685,0.9474,0.9561,1.91,171.95
4,6,6,88,100,0.5373,0.3685,0.9474,0.9561,1.94,173.89
4,6,6,89,100,0.4438,0.3685,0.9474,0.9561,1.96,175.86
4,6,6,90,100,0.4703,0.3685,0.9474,0.9561,1.93,177.79
4,6,6,91,100,0.3806,0.3685,0.9474,0.9561,1.94,179.74
4,6,6,92,100,0.5990,0.3685,0.9474,0.9561,1.96,181.69
4,6,6,93,100,0.3834,0.3685,0.9474,0.9561,1.91,183.60
4,6,6,94,100,0.5361,0.3685,0.9386,0.9561,1.94,185.54
4,6,6,95,100,0.4765,0.3685,0.9386,0.9561,1.96,187.51
4,6,6,96,100,0.4981,0.3685,0.9386,0.9561,1.93,189.44
4,6,6,97,100,0.4985,0.3685,0.9211,0.9561,1.94,191.38
4,6,6,98,100,0.4074,0.3685,0.9123,0.9561,1.96,193.34
4,6,6,99,100,0.6404,0.3685,0.9123,0.9561,1.91,195.25
4,6,6,100,100,0.4526,0.3685,0.9211,0.9561,1.96,197.20
=================================================================================
